"REF_DATE","GEO","DGUID","Age group","Sex","Life stress","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1994","Quebec","","35-44 years","Both sexes","Life stress, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4210953","6.6.1.5.6","","F","","","1"
"1994","Quebec","","35-44 years","Both sexes","Life stress, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4210954","6.6.1.5.7","","F","","","1"
"1994","Quebec","","35-44 years","Both sexes","Life stress, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4210955","6.6.1.5.8","","F","","","1"
"1994","Quebec","","35-44 years","Men","Total population for the variable life stress","Number of persons","Persons","249","units ","0","v1706035","6.6.2.1.1","656465","","","","0"
"1994","Quebec","","35-44 years","Men","Total population for the variable life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706036","6.6.2.1.2","600260","","","","0"
"1994","Quebec","","35-44 years","Men","Total population for the variable life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706037","6.6.2.1.3","712670","","","","0"
"1994","Quebec","","35-44 years","Men","Total population for the variable life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4210959","6.6.2.1.4","4.4","","","","1"
"1994","Quebec","","35-44 years","Men","Total population for the variable life stress","Percent","Percent","239","units ","0","v4210960","6.6.2.1.5","100.0","","","","1"
"1994","Quebec","","35-44 years","Men","Total population for the variable life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4210961","6.6.2.1.6","100.0","","","","1"
"1994","Quebec","","35-44 years","Men","Total population for the variable life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4210962","6.6.2.1.7","100.0","","","","1"
"1994","Quebec","","35-44 years","Men","Total population for the variable life stress","Coefficient of variation for percent","Percent","239","units ","0","v4210963","6.6.2.1.8","0.0","","","","1"
"1994","Quebec","","35-44 years","Men","Low life stress","Number of persons","Persons","249","units ","0","v1706038","6.6.2.2.1","205439","","","","0"
"1994","Quebec","","35-44 years","Men","Low life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706039","6.6.2.2.2","154222","","","","0"
"1994","Quebec","","35-44 years","Men","Low life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706040","6.6.2.2.3","256655","","","","0"
"1994","Quebec","","35-44 years","Men","Low life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4210967","6.6.2.2.4","12.7","","","","1"
"1994","Quebec","","35-44 years","Men","Low life stress","Percent","Percent","239","units ","0","v4210968","6.6.2.2.5","31.3","","","","1"
"1994","Quebec","","35-44 years","Men","Low life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4210969","6.6.2.2.6","23.7","","","","1"
"1994","Quebec","","35-44 years","Men","Low life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4210970","6.6.2.2.7","38.9","","","","1"
"1994","Quebec","","35-44 years","Men","Low life stress","Coefficient of variation for percent","Percent","239","units ","0","v4210971","6.6.2.2.8","12.4","","","","1"
"1994","Quebec","","35-44 years","Men","Moderate life stress","Number of persons","Persons","249","units ","0","v1706041","6.6.2.3.1","313475","","","","0"
"1994","Quebec","","35-44 years","Men","Moderate life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706042","6.6.2.3.2","254069","","","","0"
"1994","Quebec","","35-44 years","Men","Moderate life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706043","6.6.2.3.3","372881","","","","0"
"1994","Quebec","","35-44 years","Men","Moderate life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4210975","6.6.2.3.4","9.7","","","","1"
"1994","Quebec","","35-44 years","Men","Moderate life stress","Percent","Percent","239","units ","0","v4210976","6.6.2.3.5","47.8","","","","1"
"1994","Quebec","","35-44 years","Men","Moderate life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4210977","6.6.2.3.6","40.2","","","","1"
"1994","Quebec","","35-44 years","Men","Moderate life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4210978","6.6.2.3.7","55.3","","","","1"
"1994","Quebec","","35-44 years","Men","Moderate life stress","Coefficient of variation for percent","Percent","239","units ","0","v4210979","6.6.2.3.8","8.0","","","","1"
"1994","Quebec","","35-44 years","Men","High life stress","Number of persons","Persons","249","units ","0","v1706044","6.6.2.4.1","111595","","","","0"
"1994","Quebec","","35-44 years","Men","High life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706045","6.6.2.4.2","75965","","","","0"
"1994","Quebec","","35-44 years","Men","High life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706046","6.6.2.4.3","147226","","","","0"
"1994","Quebec","","35-44 years","Men","High life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4210983","6.6.2.4.4","16.3","","","","1"
"1994","Quebec","","35-44 years","Men","High life stress","Percent","Percent","239","units ","0","v4210984","6.6.2.4.5","17.0","","","","1"
"1994","Quebec","","35-44 years","Men","High life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4210985","6.6.2.4.6","11.8","","","","1"
"1994","Quebec","","35-44 years","Men","High life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4210986","6.6.2.4.7","22.2","","","","1"
"1994","Quebec","","35-44 years","Men","High life stress","Coefficient of variation for percent","Percent","239","units ","0","v4210987","6.6.2.4.8","15.6","","","","1"
"1994","Quebec","","35-44 years","Men","Life stress, not stated","Number of persons","Persons","249","units ","0","v1706047","6.6.2.5.1","25956","E","","","0"
"1994","Quebec","","35-44 years","Men","Life stress, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706048","6.6.2.5.2","11102","E","","","0"
"1994","Quebec","","35-44 years","Men","Life stress, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706049","6.6.2.5.3","40810","E","","","0"
"1994","Quebec","","35-44 years","Men","Life stress, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4210991","6.6.2.5.4","29.2","E","","","1"
"1994","Quebec","","35-44 years","Men","Life stress, not stated","Percent","Percent","239","units ","0","v4210992","6.6.2.5.5","4.0","E","","","1"
"1994","Quebec","","35-44 years","Men","Life stress, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4210993","6.6.2.5.6","1.6","E","","","1"
"1994","Quebec","","35-44 years","Men","Life stress, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4210994","6.6.2.5.7","6.3","E","","","1"
"1994","Quebec","","35-44 years","Men","Life stress, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4210995","6.6.2.5.8","29.9","E","","","1"
"1994","Quebec","","35-44 years","Women","Total population for the variable life stress","Number of persons","Persons","249","units ","0","v1706050","6.6.3.1.1","590553","","","","0"
"1994","Quebec","","35-44 years","Women","Total population for the variable life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706051","6.6.3.1.2","523164","","","","0"
"1994","Quebec","","35-44 years","Women","Total population for the variable life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706052","6.6.3.1.3","657943","","","","0"
"1994","Quebec","","35-44 years","Women","Total population for the variable life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4210999","6.6.3.1.4","5.8","","","","1"
"1994","Quebec","","35-44 years","Women","Total population for the variable life stress","Percent","Percent","239","units ","0","v4211000","6.6.3.1.5","100.0","","","","1"
"1994","Quebec","","35-44 years","Women","Total population for the variable life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4211001","6.6.3.1.6","100.0","","","","1"
"1994","Quebec","","35-44 years","Women","Total population for the variable life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4211002","6.6.3.1.7","100.0","","","","1"
"1994","Quebec","","35-44 years","Women","Total population for the variable life stress","Coefficient of variation for percent","Percent","239","units ","0","v4211003","6.6.3.1.8","0.0","","","","1"
"1994","Quebec","","35-44 years","Women","Low life stress","Number of persons","Persons","249","units ","0","v1706053","6.6.3.2.1","192943","","","","0"
"1994","Quebec","","35-44 years","Women","Low life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706054","6.6.3.2.2","152664","","","","0"
"1994","Quebec","","35-44 years","Women","Low life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706055","6.6.3.2.3","233222","","","","0"
"1994","Quebec","","35-44 years","Women","Low life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4211007","6.6.3.2.4","10.7","","","","1"
"1994","Quebec","","35-44 years","Women","Low life stress","Percent","Percent","239","units ","0","v4211008","6.6.3.2.5","32.7","","","","1"
"1994","Quebec","","35-44 years","Women","Low life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4211009","6.6.3.2.6","25.8","","","","1"
"1994","Quebec","","35-44 years","Women","Low life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4211010","6.6.3.2.7","39.5","","","","1"
"1994","Quebec","","35-44 years","Women","Low life stress","Coefficient of variation for percent","Percent","239","units ","0","v4211011","6.6.3.2.8","10.7","","","","1"
"1994","Quebec","","35-44 years","Women","Moderate life stress","Number of persons","Persons","249","units ","0","v1706056","6.6.3.3.1","203743","","","","0"
"1994","Quebec","","35-44 years","Women","Moderate life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706057","6.6.3.3.2","162854","","","","0"
"1994","Quebec","","35-44 years","Women","Moderate life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706058","6.6.3.3.3","244632","","","","0"
"1994","Quebec","","35-44 years","Women","Moderate life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4211015","6.6.3.3.4","10.2","","","","1"
"1994","Quebec","","35-44 years","Women","Moderate life stress","Percent","Percent","239","units ","0","v4211016","6.6.3.3.5","34.5","","","","1"
"1994","Quebec","","35-44 years","Women","Moderate life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4211017","6.6.3.3.6","28.5","","","","1"
"1994","Quebec","","35-44 years","Women","Moderate life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4211018","6.6.3.3.7","40.5","","","","1"
"1994","Quebec","","35-44 years","Women","Moderate life stress","Coefficient of variation for percent","Percent","239","units ","0","v4211019","6.6.3.3.8","8.8","","","","1"
"1994","Quebec","","35-44 years","Women","High life stress","Number of persons","Persons","249","units ","0","v1706059","6.6.3.4.1","165461","","","","0"
"1994","Quebec","","35-44 years","Women","High life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706060","6.6.3.4.2","125995","","","","0"
"1994","Quebec","","35-44 years","Women","High life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706061","6.6.3.4.3","204926","","","","0"
"1994","Quebec","","35-44 years","Women","High life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4211023","6.6.3.4.4","12.2","","","","1"
"1994","Quebec","","35-44 years","Women","High life stress","Percent","Percent","239","units ","0","v4211024","6.6.3.4.5","28.0","","","","1"
"1994","Quebec","","35-44 years","Women","High life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4211025","6.6.3.4.6","21.7","","","","1"
"1994","Quebec","","35-44 years","Women","High life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4211026","6.6.3.4.7","34.3","","","","1"
"1994","Quebec","","35-44 years","Women","High life stress","Coefficient of variation for percent","Percent","239","units ","0","v4211027","6.6.3.4.8","11.4","","","","1"
"1994","Quebec","","35-44 years","Women","Life stress, not stated","Number of persons","Persons","249","units ","0","v1706062","6.6.3.5.1","","F","","","0"
"1994","Quebec","","35-44 years","Women","Life stress, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706063","6.6.3.5.2","","F","","","0"
"1994","Quebec","","35-44 years","Women","Life stress, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706064","6.6.3.5.3","","F","","","0"
"1994","Quebec","","35-44 years","Women","Life stress, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4211031","6.6.3.5.4","","F","","","1"
"1994","Quebec","","35-44 years","Women","Life stress, not stated","Percent","Percent","239","units ","0","v4211032","6.6.3.5.5","","F","","","1"
"1994","Quebec","","35-44 years","Women","Life stress, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4211033","6.6.3.5.6","","F","","","1"
"1994","Quebec","","35-44 years","Women","Life stress, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4211034","6.6.3.5.7","","F","","","1"
"1994","Quebec","","35-44 years","Women","Life stress, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4211035","6.6.3.5.8","","F","","","1"
"1994","Quebec","","45-64 years","Both sexes","Total population for the variable life stress","Number of persons","Persons","249","units ","0","v1706065","6.7.1.1.1","1575298","","","","0"
"1994","Quebec","","45-64 years","Both sexes","Total population for the variable life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706066","6.7.1.1.2","1575298","","","","0"
"1994","Quebec","","45-64 years","Both sexes","Total population for the variable life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706067","6.7.1.1.3","1575298","","","","0"
"1994","Quebec","","45-64 years","Both sexes","Total population for the variable life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4211039","6.7.1.1.4","0.0","","","","1"
"1994","Quebec","","45-64 years","Both sexes","Total population for the variable life stress","Percent","Percent","239","units ","0","v4211040","6.7.1.1.5","100.0","","","","1"
"1994","Quebec","","45-64 years","Both sexes","Total population for the variable life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4211041","6.7.1.1.6","100.0","","","","1"
"1994","Quebec","","45-64 years","Both sexes","Total population for the variable life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4211042","6.7.1.1.7","100.0","","","","1"
"1994","Quebec","","45-64 years","Both sexes","Total population for the variable life stress","Coefficient of variation for percent","Percent","239","units ","0","v4211043","6.7.1.1.8","0.0","","","","1"
"1994","Quebec","","45-64 years","Both sexes","Low life stress","Number of persons","Persons","249","units ","0","v1706068","6.7.1.2.1","596546","","","","0"
"1994","Quebec","","45-64 years","Both sexes","Low life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706069","6.7.1.2.2","523039","","","","0"
"1994","Quebec","","45-64 years","Both sexes","Low life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706070","6.7.1.2.3","670053","","","","0"
"1994","Quebec","","45-64 years","Both sexes","Low life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4211047","6.7.1.2.4","6.3","","","","1"
"1994","Quebec","","45-64 years","Both sexes","Low life stress","Percent","Percent","239","units ","0","v4211048","6.7.1.2.5","37.9","","","","1"
"1994","Quebec","","45-64 years","Both sexes","Low life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4211049","6.7.1.2.6","33.2","","","","1"
"1994","Quebec","","45-64 years","Both sexes","Low life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4211050","6.7.1.2.7","42.5","","","","1"
"1994","Quebec","","45-64 years","Both sexes","Low life stress","Coefficient of variation for percent","Percent","239","units ","0","v4211051","6.7.1.2.8","6.3","","","","1"
"1994","Quebec","","45-64 years","Both sexes","Moderate life stress","Number of persons","Persons","249","units ","0","v1706071","6.7.1.3.1","559301","","","","0"
"1994","Quebec","","45-64 years","Both sexes","Moderate life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706072","6.7.1.3.2","486563","","","","0"
"1994","Quebec","","45-64 years","Both sexes","Moderate life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706073","6.7.1.3.3","632040","","","","0"
"1994","Quebec","","45-64 years","Both sexes","Moderate life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4211055","6.7.1.3.4","6.6","","","","1"
"1994","Quebec","","45-64 years","Both sexes","Moderate life stress","Percent","Percent","239","units ","0","v4211056","6.7.1.3.5","35.5","","","","1"
"1994","Quebec","","45-64 years","Both sexes","Moderate life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4211057","6.7.1.3.6","30.9","","","","1"
"1994","Quebec","","45-64 years","Both sexes","Moderate life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4211058","6.7.1.3.7","40.1","","","","1"
"1994","Quebec","","45-64 years","Both sexes","Moderate life stress","Coefficient of variation for percent","Percent","239","units ","0","v4211059","6.7.1.3.8","6.6","","","","1"
"1994","Quebec","","45-64 years","Both sexes","High life stress","Number of persons","Persons","249","units ","0","v1706074","6.7.1.4.1","339735","","","","0"
"1994","Quebec","","45-64 years","Both sexes","High life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706075","6.7.1.4.2","296571","","","","0"
"1994","Quebec","","45-64 years","Both sexes","High life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706076","6.7.1.4.3","382899","","","","0"
"1994","Quebec","","45-64 years","Both sexes","High life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4211063","6.7.1.4.4","6.5","","","","1"
"1994","Quebec","","45-64 years","Both sexes","High life stress","Percent","Percent","239","units ","0","v4211064","6.7.1.4.5","21.6","","","","1"
"1994","Quebec","","45-64 years","Both sexes","High life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4211065","6.7.1.4.6","18.8","","","","1"
"1994","Quebec","","45-64 years","Both sexes","High life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4211066","6.7.1.4.7","24.3","","","","1"
"1994","Quebec","","45-64 years","Both sexes","High life stress","Coefficient of variation for percent","Percent","239","units ","0","v4211067","6.7.1.4.8","6.5","","","","1"
"1994","Quebec","","45-64 years","Both sexes","Life stress, not stated","Number of persons","Persons","249","units ","0","v1706077","6.7.1.5.1","79716","E","","","0"
"1994","Quebec","","45-64 years","Both sexes","Life stress, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706078","6.7.1.5.2","53494","E","","","0"
"1994","Quebec","","45-64 years","Both sexes","Life stress, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706079","6.7.1.5.3","105938","E","","","0"
"1994","Quebec","","45-64 years","Both sexes","Life stress, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4211071","6.7.1.5.4","16.8","E","","","1"
"1994","Quebec","","45-64 years","Both sexes","Life stress, not stated","Percent","Percent","239","units ","0","v4211072","6.7.1.5.5","5.1","E","","","1"
"1994","Quebec","","45-64 years","Both sexes","Life stress, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4211073","6.7.1.5.6","3.4","E","","","1"
"1994","Quebec","","45-64 years","Both sexes","Life stress, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4211074","6.7.1.5.7","6.7","E","","","1"
"1994","Quebec","","45-64 years","Both sexes","Life stress, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4211075","6.7.1.5.8","16.8","E","","","1"
"1994","Quebec","","45-64 years","Men","Total population for the variable life stress","Number of persons","Persons","249","units ","0","v1706080","6.7.2.1.1","774887","","","","0"
"1994","Quebec","","45-64 years","Men","Total population for the variable life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706081","6.7.2.1.2","774887","","","","0"
"1994","Quebec","","45-64 years","Men","Total population for the variable life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706082","6.7.2.1.3","774887","","","","0"
"1994","Quebec","","45-64 years","Men","Total population for the variable life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4211079","6.7.2.1.4","0.0","","","","1"
"1994","Quebec","","45-64 years","Men","Total population for the variable life stress","Percent","Percent","239","units ","0","v4211080","6.7.2.1.5","100.0","","","","1"
"1994","Quebec","","45-64 years","Men","Total population for the variable life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4211081","6.7.2.1.6","100.0","","","","1"
"1994","Quebec","","45-64 years","Men","Total population for the variable life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4211082","6.7.2.1.7","100.0","","","","1"
"1994","Quebec","","45-64 years","Men","Total population for the variable life stress","Coefficient of variation for percent","Percent","239","units ","0","v4211083","6.7.2.1.8","0.0","","","","1"
"1994","Quebec","","45-64 years","Men","Low life stress","Number of persons","Persons","249","units ","0","v1706083","6.7.2.2.1","298106","","","","0"
"1994","Quebec","","45-64 years","Men","Low life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706084","6.7.2.2.2","247872","","","","0"
"1994","Quebec","","45-64 years","Men","Low life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706085","6.7.2.2.3","348340","","","","0"
"1994","Quebec","","45-64 years","Men","Low life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4211087","6.7.2.2.4","8.6","","","","1"
"1994","Quebec","","45-64 years","Men","Low life stress","Percent","Percent","239","units ","0","v4211088","6.7.2.2.5","38.5","","","","1"
"1994","Quebec","","45-64 years","Men","Low life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4211089","6.7.2.2.6","32.0","","","","1"
"1994","Quebec","","45-64 years","Men","Low life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4211090","6.7.2.2.7","45.0","","","","1"
"1994","Quebec","","45-64 years","Men","Low life stress","Coefficient of variation for percent","Percent","239","units ","0","v4211091","6.7.2.2.8","8.6","","","","1"
"1994","Quebec","","45-64 years","Men","Moderate life stress","Number of persons","Persons","249","units ","0","v1706086","6.7.2.3.1","255890","","","","0"
"1994","Quebec","","45-64 years","Men","Moderate life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706087","6.7.2.3.2","203752","","","","0"
"1994","Quebec","","45-64 years","Men","Moderate life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706088","6.7.2.3.3","308028","","","","0"
"1994","Quebec","","45-64 years","Men","Moderate life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4211095","6.7.2.3.4","10.4","","","","1"
"1994","Quebec","","45-64 years","Men","Moderate life stress","Percent","Percent","239","units ","0","v4211096","6.7.2.3.5","33.0","","","","1"
"1994","Quebec","","45-64 years","Men","Moderate life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4211097","6.7.2.3.6","26.3","","","","1"
"1994","Quebec","","45-64 years","Men","Moderate life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4211098","6.7.2.3.7","39.8","","","","1"
"1994","Quebec","","45-64 years","Men","Moderate life stress","Coefficient of variation for percent","Percent","239","units ","0","v4211099","6.7.2.3.8","10.4","","","","1"
"1994","Quebec","","45-64 years","Men","High life stress","Number of persons","Persons","249","units ","0","v1706089","6.7.2.4.1","170036","","","","0"
"1994","Quebec","","45-64 years","Men","High life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706090","6.7.2.4.2","131922","","","","0"
"1994","Quebec","","45-64 years","Men","High life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706091","6.7.2.4.3","208150","","","","0"
"1994","Quebec","","45-64 years","Men","High life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4211103","6.7.2.4.4","11.4","","","","1"
"1994","Quebec","","45-64 years","Men","High life stress","Percent","Percent","239","units ","0","v4211104","6.7.2.4.5","21.9","","","","1"
"1994","Quebec","","45-64 years","Men","High life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4211105","6.7.2.4.6","17.0","","","","1"
"1994","Quebec","","45-64 years","Men","High life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4211106","6.7.2.4.7","26.9","","","","1"
"1994","Quebec","","45-64 years","Men","High life stress","Coefficient of variation for percent","Percent","239","units ","0","v4211107","6.7.2.4.8","11.4","","","","1"
"1994","Quebec","","45-64 years","Men","Life stress, not stated","Number of persons","Persons","249","units ","0","v1706092","6.7.2.5.1","50855","E","","","0"
"1994","Quebec","","45-64 years","Men","Life stress, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706093","6.7.2.5.2","31169","E","","","0"
"1994","Quebec","","45-64 years","Men","Life stress, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706094","6.7.2.5.3","70540","E","","","0"
"1994","Quebec","","45-64 years","Men","Life stress, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4211111","6.7.2.5.4","19.7","E","","","1"
"1994","Quebec","","45-64 years","Men","Life stress, not stated","Percent","Percent","239","units ","0","v4211112","6.7.2.5.5","6.6","E","","","1"
"1994","Quebec","","45-64 years","Men","Life stress, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4211113","6.7.2.5.6","4.0","E","","","1"
"1994","Quebec","","45-64 years","Men","Life stress, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4211114","6.7.2.5.7","9.1","E","","","1"
"1994","Quebec","","45-64 years","Men","Life stress, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4211115","6.7.2.5.8","19.7","E","","","1"
"1994","Quebec","","45-64 years","Women","Total population for the variable life stress","Number of persons","Persons","249","units ","0","v1706095","6.7.3.1.1","800411","","","","0"
"1994","Quebec","","45-64 years","Women","Total population for the variable life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706096","6.7.3.1.2","800411","","","","0"
"1994","Quebec","","45-64 years","Women","Total population for the variable life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706097","6.7.3.1.3","800411","","","","0"
"1994","Quebec","","45-64 years","Women","Total population for the variable life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4211119","6.7.3.1.4","0.0","","","","1"
"1994","Quebec","","45-64 years","Women","Total population for the variable life stress","Percent","Percent","239","units ","0","v4211120","6.7.3.1.5","100.0","","","","1"
"1994","Quebec","","45-64 years","Women","Total population for the variable life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4211121","6.7.3.1.6","100.0","","","","1"
"1994","Quebec","","45-64 years","Women","Total population for the variable life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4211122","6.7.3.1.7","100.0","","","","1"
"1994","Quebec","","45-64 years","Women","Total population for the variable life stress","Coefficient of variation for percent","Percent","239","units ","0","v4211123","6.7.3.1.8","0.0","","","","1"
"1994","Quebec","","45-64 years","Women","Low life stress","Number of persons","Persons","249","units ","0","v1706098","6.7.3.2.1","298439","","","","0"
"1994","Quebec","","45-64 years","Women","Low life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706099","6.7.3.2.2","253676","","","","0"
"1994","Quebec","","45-64 years","Women","Low life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706100","6.7.3.2.3","343203","","","","0"
"1994","Quebec","","45-64 years","Women","Low life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4211127","6.7.3.2.4","7.7","","","","1"
"1994","Quebec","","45-64 years","Women","Low life stress","Percent","Percent","239","units ","0","v4211128","6.7.3.2.5","37.3","","","","1"
"1994","Quebec","","45-64 years","Women","Low life stress","Low 95% confidence interval - percent","Percent","239","units ","0","v4211129","6.7.3.2.6","31.7","","","","1"
"1994","Quebec","","45-64 years","Women","Low life stress","High 95% confidence interval - percent","Percent","239","units ","0","v4211130","6.7.3.2.7","42.9","","","","1"
"1994","Quebec","","45-64 years","Women","Low life stress","Coefficient of variation for percent","Percent","239","units ","0","v4211131","6.7.3.2.8","7.7","","","","1"
"1994","Quebec","","45-64 years","Women","Moderate life stress","Number of persons","Persons","249","units ","0","v1706101","6.7.3.3.1","303412","","","","0"
"1994","Quebec","","45-64 years","Women","Moderate life stress","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1706102","6.7.3.3.2","254097","","","","0"
"1994","Quebec","","45-64 years","Women","Moderate life stress","High 95% confidence interval - number of persons","Persons","249","units ","0","v1706103","6.7.3.3.3","352726","","","","0"
"1994","Quebec","","45-64 years","Women","Moderate life stress","Coefficient of variation for number of persons","Persons","249","units ","0","v4211135","6.7.3.3.4","8.3","","","","1"
"1994","Quebec","","45-64 years","Women","Moderate life stress","Percent","Percent","239","units ","0","v4211136","6.7.3.3.5","37.9","","","","1"
